Multiple, Synchronized, Thread Num, my_pthread Avg Time, Reg pthread Avg Time
1000000000.000000, 0, 1, 1.537015, 0.000000
1000000000.000000, 0, 2, 3.072881, 0.000000
1000000000.000000, 0, 3, 4.606486, 0.000000
1000000000.000000, 0, 4, 6.149099, 0.000000
1000000000.000000, 0, 5, 7.684769, 0.000000
1000000000.000000, 0, 6, 9.224406, 0.000000
1000000000.000000, 0, 7, 10.758593, 0.000000
1000000000.000000, 0, 8, 12.294879, 0.000000
